STUDYPROGRAMSYSTEM	ACADYEAR	SEMESTER	COURSECODE	SECTION	NAMEENGLISHABBR	INSTRUCTORS	AVG_GPA
S	2005	1	2103361	1	EN THERM DESIGN I	SCP	2.38
S	2005	2	2103362	1	EN THERM DESIGN II	SCP	3.53
S	2005	2	2103362	2	EN THERM DESIGN II	ABJ	3.11
S	2005	2	2103362	3	EN THERM DESIGN II	SPT	3.36
S	2005	2	2103362	3	EN THERM DESIGN II	STAFF	3.36
S	2005	2	2103371	1	NOISE VIB MECH	JMP	3.50
S	2005	2	2103382	1	MECH VEHICLES I	CHT	3.90
S	2005	1	2103390	1	ME EXP/LAB I	STAFF	3.19
S	2005	1	2103390	2	ME EXP/LAB I	STAFF	2.99
S	2005	2	2103391	1	SEM TECH WRIT ME	TPP	3.76
S	2005	2	2103393	1	ME LAB NON ME	STAFF	2.53
S	2005	2	2103393	2	ME LAB NON ME	STAFF	2.25
S	2005	2	2103393	3	ME LAB NON ME	STAFF	2.27
S	2005	2	2103393	4	ME LAB NON ME	STAFF	3.00
S	2005	2	2103393	5	ME LAB NON ME	STAFF	2.85
S	2005	2	2103393	6	ME LAB NON ME	STAFF	2.33
S	2005	2	2103393	7	ME LAB NON ME	STAFF	2.88
S	2005	2	2103393	8	ME LAB NON ME	STAFF	3.34
S	2005	1	2103402	1	MECH ENG LAB II	STAFF	3.50
S	2005	2	2103404	1	DYN SYS SIMULATION	WWS	3.50
S	2005	1	2103405	1	AUTO CONTROL II	VSB	2.98
S	2005	2	2103406	1	DIGITAL CONTROL	VSB	3.11
S	2005	1	2103408	1	AUTOMOTIVE CONTROL	SCW	3.89
S	2005	2	2103421	1	INTRO FEM	PDP	3.19
S	2005	1	2103433	1	INTRO MECH VIBRAT	TJW	2.91
S	2005	1	2103437	1	SHIP DESIGN I	TMW	3.25
S	2005	1	2103443	1	REFRIGERATION	RCK,TMW	3.44
S	2005	2	2103454	1	AIR CONDITIONING	TMW,RCK	3.26
S	2005	2	2103462	1	FLUID MECHANICS II	ABJ,SCP	2.71
S	2005	1	2103463	1	HEAT TRANSFER	PCK,SPT	2.29
S	2005	2	2103463	1	HEAT TRANSFER	PCK,SPT	2.00
S	2005	1	2103465	1	FLUID POWER SYS	WYC	3.20
S	2005	2	2103471	1	INTER COMB ENGIN	KWC	3.15
S	2005	2	2103472	1	POWER PLANT ENG	CVP,MTK	2.61
S	2005	1	2103473	1	SHIP RESIS & POWER	CVP	3.06
S	2005	1	2103477	1	DES INDUS PIPING	CVP	2.80
S	2005	1	2103479	1	AUTO MANU	STAFF	3.35
S	2005	1	2103481	1	AUTOMOTIVE ENG	SSC	3.31
S	2005	1	2103481	1	AUTOMOTIVE ENG	KWC	3.31
S	2005	1	2103481	2	AUTOMOTIVE ENG	STAFF	3.27
S	2005	1	2103481	2	AUTOMOTIVE ENG	SSC	3.27
S	2005	2	2103481	1	AUTOMOTIVE ENG	SSC	3.17
S	2005	2	2103481	1	AUTOMOTIVE ENG	KWC	3.17
S	2005	2	2103481	2	AUTOMOTIVE ENG	STAFF	3.06
S	2005	2	2103481	2	AUTOMOTIVE ENG	SSC	3.06
S	2005	1	2103484	2	MARINE ENG	TMW	3.00
S	2005	1	2103485	1	AGRI TRAC SYST DES	SPS	3.57
S	2005	1	2103490	1	ME EXP/LAB II	CTT	3.10
S	2005	1	2103490	10	ME EXP/LAB II	SCW	2.60
S	2005	1	2103490	11	ME EXP/LAB II	CTT	3.30
S	2005	1	2103490	12	ME EXP/LAB II	RCK	2.50
S	2005	1	2103490	13	ME EXP/LAB II	MTK	2.20
S	2005	1	2103490	14	ME EXP/LAB II	NWP	3.00
S	2005	1	2103490	15	ME EXP/LAB II	PLP	2.90
S	2005	1	2103490	16	ME EXP/LAB II	PSK	2.80
S	2005	1	2103490	17	ME EXP/LAB II	PSG	2.30
S	2005	1	2103490	18	ME EXP/LAB II	KBK	2.80
S	2005	1	2103490	19	ME EXP/LAB II	RCR	2.50
S	2005	1	2103490	2	ME EXP/LAB II	RCK	3.10
S	2005	1	2103490	20	ME EXP/LAB II	SCW	2.50
S	2005	1	2103490	3	ME EXP/LAB II	MTK	3.58
S	2005	1	2103490	4	ME EXP/LAB II	NWP	2.70
S	2005	1	2103490	5	ME EXP/LAB II	PLP	3.20
S	2005	1	2103490	6	ME EXP/LAB II	PSK	2.70
S	2005	1	2103490	7	ME EXP/LAB II	PSG	2.60
S	2005	1	2103490	8	ME EXP/LAB II	KBK	3.20
S	2005	1	2103490	9	ME EXP/LAB II	RCR	3.10
S	2005	1	2103495	1	ADV TOP MECH I	CHT	3.94
S	2005	2	2103496	1	ADV TOP MECH II	CHT	3.21
S	2005	2	2103499	1	MECH ENG PROJECT	STAFF	3.94
S	2005	2	2103510	1	MECH COMPOSITE MTL	PSG	3.50
S	2005	1	2103530	1	INDUST ROBOTS I	RCR	2.78
S	2005	1	2103532	1	CAD/CAM	VSB	3.07
S	2005	1	2103532	2	CAD/CAM	VSB	2.95
S	2005	2	2103535	1	MECHATRONICS	RCR	3.33
S	2005	1	2103540	1	FAILURE ANAL NDT	STAFF	3.50
S	2005	2	2103541	1	VIBRAT MONI ANAL	KBK,CKK,SCP	3.67
S	2005	2	2103541	1	VIBRAT MONI ANAL	CKK,KBK,SCP	3.67
S	2005	1	2103555	1	ENGINE EMIS & CONT	KWC	3.88
S	2005	2	2103556	1	FUND ENG FUEL CTRL	KWC	3.69
S	2005	2	2103558	1	MAN INDUCT SYS DES	KWC	3.56
S	2005	1	2103566	1	COMPRES FLUID DYN	ABJ	3.75
S	2005	2	2103567	1	TURB SHEAR FLOWS	ABJ	3.00
S	2005	1	2103601	1	ADV ENGR MATH	SPT	2.39
S	2005	2	2103602	1	MEAS AND INSTR	TJW,WYC	3.33
S	2005	1	2103604	1	ADV NUMER MTD	PDP	3.46
S	2005	1	2103612	1	ELASTICITY	PSG	3.20
S	2005	2	2103613	1	PLASTICITY	KBK	3.30
S	2005	1	2103614	1	CONT MECH	KMN	3.50
S	2005	1	2103615	1	MECH VIBRATION	TJW,WYC	4.00
S	2005	1	2103616	1	OPT DESIGN OF MECH	KBK	3.17
S	2005	2	2103617	1	ADVANCED DYNAMICS	TJW	3.63
S	2005	2	2103625	1	ADV FIN ELE MTD	PDP	3.41
S	2005	2	2103630	1	INDUST ROBOTS II	VSB,WWS	3.60
S	2005	1	2103631	1	CTRL DYN SYS	VSB	2.96
S	2005	2	2103632	1	APP NONLINEAR CTRL	VSB	3.55
S	2005	1	2103650	1	ADV ENGR THERMO	MTP	3.50
S	2005	1	2103651	1	ADV FLUID MECH	SCP	1.25
S	2005	1	2103654	1	COND HEAT TRAN	SPT	3.50
S	2005	1	2103655	1	CONV HEAT TRAN	PCK	3.70
S	2005	2	2103656	1	RAD HEAT TRAN	PCK	3.71
S	2005	2	2103658	1	ADV INT COMB ENGIN	KWC	4.00
S	2005	2	2103659	1	UTIL ALTER FUELS	KWC	3.50
S	2005	2	2103663	1	ADV REFIN AIR COND	TMW,STAFF	3.25
S	2005	1	2103664	1	DESIGN OF THER SYS	CVP	3.50
S	2005	2	2103665	1	ADVANCED CFD	SPT	3.75
S	2005	1	2103666	1	FEM CFD	PDP	2.72
S	2005	1	2103701	1	SEL TOP MECH ENG	TMW	4.00
S	2005	2	2103701	3	SEL TOP MECH ENG	VSB	3.33
S	2005	2	2103721	1	FRACTURE MECHANICS	KBK	3.50
S	2005	2	2104121	1	INTRO MFG PROC	STAFF	2.46
S	2005	2	2104121	2	INTRO MFG PROC	STAFF	2.26
S	2005	2	2104121	3	INTRO MFG PROC	STAFF	2.18
S	2005	2	2104121	4	INTRO MFG PROC	STAFF	2.22
S	2005	2	2104121	5	INTRO MFG PROC	STAFF	2.22
S	2005	2	2104121	6	INTRO MFG PROC	STAFF	2.29
S	2005	2	2104121	7	INTRO MFG PROC	STAFF	2.30
S	2005	2	2104131	1	GO	PLK	3.70
S	2005	1	2104201	9	IND ORG MGT	STAFF	2.25
S	2005	1	2104203	1	ENG MANAGEMENT	STAFF	2.97
S	2005	1	2104221	1	MFG PROC	STAFF	2.01
S	2005	1	2104222	1	MFG PROC LAB	STAFF	3.43
S	2005	1	2104222	2	MFG PROC LAB	STAFF	3.49
S	2005	1	2104223	1	ENG STAT I	STAFF	3.18
S	2005	1	2104224	1	DWG PRAC IE	STAFF	3.50
S	2005	1	2104224	2	DWG PRAC IE	STAFF	3.57
S	2005	1	2104225	1	ENG ECON	STAFF	3.16
S	2005	2	2104226	1	INTRO MFG SYS	STAFF	3.05
S	2005	2	2104227	1	AUTOMATION	STAFF	2.55
S	2005	2	2104227	2	AUTOMATION	STAFF	2.56
S	2005	2	2104228	1	ENG STAT II	STAFF	2.80
S	2005	2	2104229	1	OR I	STAFF	2.88
S	2005	2	2104230	1	QUALITY MANAGEMENT	STAFF	3.16
S	2005	1	2104301	1	QUAL CONTR	STAFF	2.97
S	2005	1	2104303	1	ENG ECON	STAFF	2.72
S	2005	2	2104303	1	ENG ECON	SRT	2.93
S	2005	1	2104304	1	IND STUDY	STAFF	3.51
S	2005	2	2104305	1	INTRO OP RESEARCH	STAFF	3.02
S	2005	1	2104308	1	METHOD STUDY	STAFF	2.91
S	2005	2	2104309	1	WORK MEASUREMENT	STAFF	3.07
S	2005	1	2104310	1	ENG STATS	STAFF	2.91
S	2005	2	2104310	1	ENG STATS	STAFF	3.50
S	2005	1	2104311	1	INTRO SAFETY ENG	STAFF	2.95
S	2005	1	2104311	9	INTRO SAFETY ENG	STAFF	2.50
S	2005	2	2104312	1	QUAL ASSR	STAFF	3.66
S	2005	1	2104401	1	PLAN PROD CONTR	STAFF	3.48
S	2005	1	2104402	1	IND COST ANA BUDGT	STAFF	2.92
S	2005	1	2104403	1	USE COMP IND ENG	PLK	3.06
S	2005	1	2104403	2	USE COMP IND ENG	PLK	3.01
S	2005	2	2104404	1	IND PLANT DESIGN	BTP	3.22
S	2005	2	2104405	1	IND COMM LAWS	STAFF	3.05
S	2005	2	2104455	1	HUMAN REL IN IND	JJT	3.53
S	2005	1	2104456	1	ERGONOMICS	KIT	4.00
S	2005	1	2104458	1	AUTOMATION	STAFF	2.93
S	2005	1	2104458	2	AUTOMATION	STAFF	2.99
S	2005	2	2104461	1	MAINTENANCE MGT	SPJ	3.69
S	2005	1	2104463	1	PROJ FEAS STUDY	STAFF	3.41
S	2005	1	2104493	1	SPEC PROB IE III	STAFF	3.46
S	2005	1	2104495	1	ADV TOP IN IE I	STAFF	3.73
S	2005	1	2104495	2	ADV TOP IN IE I	SSR	4.00
S	2005	2	2104495	1	ADV TOP IN IE I	STAFF	3.61
S	2005	1	2104496	1	ADV TOP IN IE II	STAFF	4.00
S	2005	2	2104496	1	ADV TOP IN IE II	STAFF	4.00
S	2005	2	2104497	1	SPEC PROB IN IE I	STAFF	4.00
S	2005	2	2104498	1	SPEC PROB IN IE II	STAFF	3.30
S	2005	2	2104499	1	IND ENG PROJECT	STAFF	3.84
S	2005	2	2104512	1	PROMIS	MRD	3.50
S	2005	2	2104513	1	IE INTEGRATION	RBD	3.70
S	2005	2	2104515	1	RESPONSIBLE CARE	STAFF	3.71
S	2005	2	2104516	1	QUAL IMPR	STAFF	3.50
S	2005	2	2104521	1	COMP PROG IE	STAFF	3.70
S	2005	2	2104522	1	THEO THINK GAMES	STAFF	4.00
S	2005	1	2104601	1	ENG ECON ANALYSIS	CCS	3.96
S	2005	2	2104602	1	ANAL BUS SYS	STAFF	3.74
S	2005	2	2104602	9	ANAL BUS SYS	STAFF	3.52
S	2005	2	2104603	2	ADV QUALITY CONTRL	STAFF	3.75
S	2005	1	2104606	1	ADV IND ORG/MGT	STAFF	3.44
S	2005	1	2104606	9	ADV IND ORG/MGT	STAFF	3.54
S	2005	2	2104609	1	RELI TH IN EN	JNP	3.33
S	2005	2	2104611	9	INV ANALYSIS	STP	3.33
S	2005	1	2104612	1	COMP SIM TECH	STP	3.67
S	2005	1	2104612	9	COMP SIM TECH	STP	2.94
S	2005	2	2104613	1	PRIN OF OPTIMIZE	STAFF	3.46
S	2005	2	2104613	9	PRIN OF OPTIMIZE	WTP	3.08
S	2005	1	2104615	1	ENG EXP DESIGN	PCT	3.74
S	2005	1	2104615	9	ENG EXP DESIGN	PCT	3.33
S	2005	2	2104616	1	ACTIVITY SCHED	PCT	3.57
S	2005	2	2104616	9	ACTIVITY SCHED	PCT	3.00
S	2005	2	2104624	1	FACT & PROD MGT	SRT	3.57
S	2005	2	2104624	9	FACT & PROD MGT	SRT	3.42
S	2005	1	2104626	1	MATRL PROCESS	SPJ	3.00
S	2005	1	2104626	9	MATRL PROCESS	SPJ	3.72
S	2005	2	2104627	1	PROD&PRODT DESIGN	STAFF	3.54
S	2005	2	2104627	9	PROD&PRODT DESIGN	STAFF	3.40
S	2005	1	2104637	1	COOR & COMM	JJT	3.32
S	2005	1	2104637	9	COOR & COMM	JJT	3.88
S	2005	2	2104640	1	DECIS ANAL ENG	STAFF	3.00
S	2005	1	2104642	1	DEC SUP SYS	JRK	3.55
S	2005	1	2104642	9	DEC SUP SYS	JRK	3.65
S	2005	2	2104644	1	ADV MAIN MGT	STAFF	3.50
S	2005	1	2104648	9	STRATEGIC PLAN ENG	BTP	3.73
S	2005	1	2104677	9	SEM SAFETY ENG	KIT	3.50
S	2005	1	2104677	9	SEM SAFETY ENG	STAFF	3.50
S	2005	2	2104691	1	RES PROB IE I	STAFF	4.00
S	2005	2	2104692	1	RES PROB IE II	STAFF	3.60
S	2005	1	2104711	1	ADV MANU ENG	STAFF	4.00
S	2005	1	2104719	1	PROD DEV COMPET	RBD	3.90
S	2005	1	2105270	1	ANAL CHEMISTRY	STAFF	3.59
S	2005	1	2105270	2	ANAL CHEMISTRY	STAFF	3.56
S	2005	1	2105271	1	PHYSICAL CHEMISTRY	SKP,CSK,STY	3.30
S	2005	1	2105271	1	PHYSICAL CHEMISTRY	STY,CSK,SKP	3.30
S	2005	1	2105271	2	PHYSICAL CHEMISTRY	SKP,CSK,STY	3.46
S	2005	1	2105271	2	PHYSICAL CHEMISTRY	STY,CSK,SKP	3.46
S	2005	2	2105272	1	ORGANIC CHEMISTRY	STAFF	2.95
S	2005	2	2105272	2	ORGANIC CHEMISTRY	STAFF	3.21
S	2005	2	2105273	1	CHEM ENG PRIN/CAL	STAFF	3.53
S	2005	2	2105273	2	CHEM ENG PRIN/CAL	STAFF	3.63
S	2005	2	2105360	1	APP MATH CHE I	TMK,ASR,JPN	3.69
S	2005	2	2105360	2	APP MATH CHE I	TMK,ASR,JPN	3.83
S	2005	1	2105361	1	APP MATH CHE II	TMK,UPC,STAFF	2.50
S	2005	1	2105361	2	APP MATH CHE II	TMK,UPC,STAFF	2.63
S	2005	2	2105361	1	APP MATH CHE II	TMK,UPC,STAFF	2.29
S	2005	1	2105370	1	CHEM ENG THERMO I	STAFF	2.38
S	2005	1	2105370	2	CHEM ENG THERMO I	STAFF	2.31
S	2005	1	2105373	1	CHEM ENG KIN REACT	PPS,SPN,SAS	2.74
S	2005	1	2105373	2	CHEM ENG KIN REACT	STAFF	2.86
S	2005	2	2105375	1	CHEM ENG THERMO II	STY,SDK,SPN	2.78
S	2005	2	2105375	2	CHEM ENG THERMO II	STY,SDK,SPN	2.59
S	2005	2	2105379	1	UNIT OPER II	PPT	2.92
S	2005	2	2105379	2	UNIT OPER II	JTN,DCS	2.94
S	2005	2	2105380	1	UNIT OPER LAB I	STAFF	3.50
S	2005	2	2105380	3	UNIT OPER LAB I	STAFF	3.92
S	2005	2	2105380	4	UNIT OPER LAB I	STAFF	3.86
S	2005	2	2105380	5	UNIT OPER LAB I	STAFF	3.72
S	2005	2	2105380	6	UNIT OPER LAB I	STAFF	3.80
S	2005	2	2105380	7	UNIT OPER LAB I	STAFF	3.78
S	2005	1	2105381	1	UNIT OPER LAB II	STAFF	3.73
S	2005	1	2105381	2	UNIT OPER LAB II	STAFF	3.27
S	2005	1	2105381	3	UNIT OPER LAB II	STAFF	3.86
S	2005	1	2105381	4	UNIT OPER LAB II	STAFF	3.81
S	2005	1	2105381	7	UNIT OPER LAB II	STAFF	2.75
S	2005	1	2105381	8	UNIT OPER LAB II	STAFF	3.50
S	2005	1	2105382	1	UNIT OPER I	STAFF	2.70
S	2005	1	2105382	2	UNIT OPER I	STAFF	3.09
S	2005	1	2105390	1	COMP APP CHEM ENG	STAFF	3.13
S	2005	1	2105390	2	COMP APP CHEM ENG	STAFF	3.31
S	2005	1	2105408	1	CHEM ENG PROC	DCS,WSN	3.01
S	2005	1	2105408	2	CHEM ENG PROC	DCS,WSN	3.14
S	2005	1	2105408	2	CHEM ENG PROC	STAFF	3.14
S	2005	2	2105430	1	PARTICLE TECH	STAFF	3.93
S	2005	2	2105445	1	CAT REACT ENG FUND	TMK,JPN	4.00
S	2005	2	2105452	1	FERMENT PROCESSES	CSK,PPS	3.91
S	2005	2	2105456	1	POLYMER SC	SCV	3.76
S	2005	1	2105462	1	INT CHEM ENG DSGN	JTN,DCS	3.07
S	2005	1	2105462	2	INT CHEM ENG DSGN	SVS	2.97
S	2005	1	2105469	1	UNIT OPER III	JTN,SRD,VPJ	3.14
S	2005	1	2105469	2	UNIT OPER III	JTN,SRD,VPJ	3.16
S	2005	2	2105469	1	UNIT OPER III	JTN,VPJ	2.00
S	2005	1	2105472	1	PROC DYN CONTROL	STAFF	2.50
S	2005	1	2105472	2	PROC DYN CONTROL	STAFF	2.48
S	2005	2	2105472	1	PROC DYN CONTROL	PKS,MWS,SKH	2.58
S	2005	2	2105473	1	CHEM ENG PLNT DSGN	JTN,SVS	3.41
S	2005	2	2105473	1	CHEM ENG PLNT DSGN	STAFF	3.41
S	2005	2	2105473	2	CHEM ENG PLNT DSGN	JTN,SVS,DCS	3.20
S	2005	2	2105473	2	CHEM ENG PLNT DSGN	STAFF	3.20
S	2005	2	2105474	1	TRANS PHENOMENA	VPJ,VTP	3.04
S	2005	2	2105474	2	TRANS PHENOMENA	VPJ,VTP,ASP	2.82
S	2005	2	2105478	1	PETROCHEM ENG PROC	JTN	3.87
S	2005	1	2105480	1	SAFETY CHEM OPER	VCV,PPS	2.82
S	2005	1	2105480	2	SAFETY CHEM OPER	VCV,PPS	2.96
S	2005	2	2105482	1	ENV CHEM ENG	VCV,PPS,WSN	2.68
S	2005	2	2105482	2	ENV CHEM ENG	VCV,PPS,WSN	2.52
S	2005	2	2105485	1	CHEM PROC INSTRUM	PKS	3.86
S	2005	2	2105499	1	CHEM ENG PROJECT	STAFF	3.87
S	2005	2	2105501	1	INTRO NANOTECH	NTN,STAFF	3.98
S	2005	2	2105523	1	PROC ID DATA ANAL	MWS	3.50
S	2005	1	2105601	1	ADV MATH FOR CHE	PKS,MWS	3.00
S	2005	1	2105601	9	ADV MATH FOR CHE	PKS,MWS,STAFF	2.43
S	2005	1	2105602	1	ADV TRANS PHENOM	PPT,VTP	3.17
S	2005	1	2105602	9	ADV TRANS PHENOM	PPT,VTP	2.57
S	2005	1	2105603	1	ADV CHE THERMO	TCP,STY	3.47
S	2005	1	2105603	9	ADV CHE THERMO	TCP	3.63
S	2005	1	2105604	1	ADV CHE KINETICS	JTN,STAFF	3.21
S	2005	2	2105608	1	ADSORPTION PROC	DCS	3.67
S	2005	2	2105609	1	ADV PARTICLE TECH	STAFF	3.81
S	2005	2	2105610	1	MEMBRANE TECH	SAS,SKP	3.88
S	2005	2	2105613	1	MASS TRANS OP	JTN	3.67
S	2005	2	2105616	1	FLUID PART MECH	TCP	3.81
S	2005	2	2105619	1	ADV AUTO PROC CON	PKS	3.81
S	2005	2	2105623	1	OPTIMIZATION	MWS,SKH	3.21
S	2005	2	2105624	1	COMP PROC CONTROL	MWS,SKH	3.44
S	2005	2	2105630	1	HET CAT REAC MODEL	TMK,SAS	4.00
S	2005	2	2105631	1	ADV CAT POLYMERS	STY,BJJ	4.00
S	2005	2	2105632	1	PETROCHEM TECH	JTN	3.73
S	2005	2	2105634	1	CATALYSIS	JPN,BJJ	3.99
S	2005	2	2105637	1	DSGN IND CATALYSTS	PPT	4.00
S	2005	2	2105638	1	ADV POLYMER ENG	NTN,SRD,SDK	3.80
S	2005	2	2105641	1	BIODE MAT ENG	SKP,SDK	3.50
S	2005	2	2105643	1	POLYMER PROCESSING	STY	4.00
S	2005	2	2105650	1	BIOCHEM ENG	STAFF,SPN	3.32
S	2005	2	2105651	1	BIOREACTOR DSGN	SKP,PPS	3.81
S	2005	2	2105659	1	BIOSEPARATION TECH	ASP,STAFF	3.62
S	2005	2	2105665	1	CRYOGEN ENG	DCS	3.63
S	2005	2	2105665	9	CRYOGEN ENG	DCS	3.43
S	2005	2	2105666	1	SR CONTR PART EMIS	VCV	3.61
S	2005	2	2105667	1	LOSS PREVENT CH OP	VCV	3.60
S	2005	2	2105667	9	LOSS PREVENT CH OP	VCV	3.36
S	2005	2	2105669	1	CLEANER TECHNOLOGY	TCP,PPS,WSN	3.80
S	2005	2	2105682	1	SURFACE TECH	VPJ,ASR	3.37
S	2005	2	2106203	1	APP CHEM	DWD,QLP	3.58
S	2005	2	2106204	1	APP CHEM LAB	DWD	3.54
S	2005	1	2106206	1	CHEM PET ENG	DWD	3.81
S	2005	1	2106207	1	CHEM PET ENG LAB	DWD	4.00
S	2005	1	2106251	1	GENERAL GEOLOGY	SPJ	3.95
S	2005	1	2106251	1	GENERAL GEOLOGY	SPV	3.95
S	2005	2	2106252	1	MINERALS/ROCKS	STC	2.58
S	2005	2	2106261	1	PETROLEUM GEOLOGY	SPV	3.69
S	2005	1	2106263	1	FUND PE	STAFF	3.63
S	2005	2	2106265	1	ROCK/FLUID PROP	SNR,YKD	3.28
S	2005	1	2106296	1	ENGINEER GEOLOGY	STC	2.49
S	2005	1	2106296	2	ENGINEER GEOLOGY	STC	2.33
S	2005	1	2106296	3	ENGINEER GEOLOGY	STC	1.86
S	2005	1	2106313	1	MIN ENG	SPP	2.86
S	2005	2	2106314	1	HEAVY EQUIP MACH	SSP	3.33
S	2005	2	2106315	1	MIN ENG LAB	SPP	4.00
S	2005	1	2106331	1	MINERAL PROC ENG	PMN	3.50
S	2005	1	2106332	1	RES PROC LAB I	SSS	3.50
S	2005	2	2106333	1	RES PROC LAB II	SSS	3.75
S	2005	2	2106361	1	WELL LOGGING	YKD	3.50
S	2005	1	2106362	1	DRILLING ENG	JCR	3.59
S	2005	1	2106367	1	RESERVOIR ENG I	SNR	3.44
S	2005	1	2106368	1	RESERVIOR ENG II	SAG	3.73
S	2005	2	2106412	1	RES ECON MGT	TBM	2.92
S	2005	1	2106413	1	RES ENV POLL PRVNT	QLP	2.38
S	2005	1	2106415	1	RES RECOV RECYCL	QLP,SSS	2.80
S	2005	1	2106421	1	UNDERGROUND EXC	SPP	3.86
S	2005	1	2106428	1	GEOSTATISTICS	SPJ	3.50
S	2005	2	2106429	1	ROCK MECHANICS	STC	2.83
S	2005	2	2106432	1	SEPARATION TECH	QLP,SSS	3.19
S	2005	2	2106433	1	MAT CHARACT	SPV	3.00
S	2005	2	2106434	1	MAT HANDL ENG	PMN	3.66
S	2005	1	2106458	1	MINING GEOLOGY	SPV	2.56
S	2005	2	2106463	1	NATURAL GAS ENG	SPP	4.00
S	2005	2	2106464	1	PRODUCTION ENG	SAG	3.63
S	2005	1	2106465	1	PETROL ECONOMICS	JCR,TBM	3.83
S	2005	1	2106469	1	PRODUCTION OPER	JCR	4.00
S	2005	2	2106471	1	PETROLEUM ENG LAB	YKD	3.91
S	2005	2	2106472	1	WELL DES IGN/PLAN	TCR	3.93
S	2005	2	2106473	1	RESERVOIR MGT	SAG	3.89
S	2005	2	2106474	1	PETRO RES DEV	JCR,SAG	3.90
S	2005	2	2106475	1	ADV TOP PETRO I	JCR	3.95
S	2005	2	2106479	1	PETROLEUM PROJECT	SAG	4.00
S	2005	2	2106481	1	ADV TOP RES ENG I	PMN,SSS	4.00
S	2005	2	2106483	1	SP PROB RES ENG I	PMN,SSS	4.00
S	2005	2	2106489	1	GEO-RES ENG PROJ	SPJ	2.55
S	2005	1	2106495	1	ADV TOP IN MIN I	PMN,SSS	4.00
S	2005	1	2106497	1	SPEC PRO IN MIN I	PMN,SSS	3.00
S	2005	1	2106499	1	MIN ENG PROJECT	SPJ	2.00
S	2005	1	2106508	1	RES ENVI POLL	QLP,SPJ	3.25
S	2005	1	2106509	1	RES PROC TECH UTIL	PMN	3.29
S	2005	2	2106509	1	RES PROC TECH UTIL	PMN	4.00
S	2005	2	2106510	1	MATERIALS HANDLING	PMN	3.50
S	2005	1	2106511	1	PHYSICAL PROC SEP	PMN	3.50
S	2005	2	2106522	1	MAT CHARACTER	DWD,SPV	3.00
S	2005	2	2106642	1	RES ECON	TBM	3.00
S	2005	2	2106651	1	ADV RES ENG	SAG	3.33
S	2005	1	2106652	1	RESERVOIR SIM	JCR	3.00
S	2005	1	2106667	1	PROD SYS ANAL	SAG	3.14
S	2005	2	2106668	1	ADV DRILL ENG	JCR	3.43
S	2005	2	2106671	1	ADV NAT GAS ENG	SPP,DCS	4.00
S	2005	1	2106676	1	ADV PEROLEUM ECON	TBM,JCR	2.79
S	2005	2	2106678	1	INTG RES MGT	SAG,JCR	3.38
S	2005	1	2106701	1	SPEC STUD RES I	STAFF	3.50
S	2005	1	2106751	1	SELECT TOP PET I	STAFF	3.45
S	2005	1	2107211	1	INTR ENV SAN & ENG	MRK	3.12
S	2005	1	2107212	1	CHEM ENV ENG I	KOP	2.93
S	2005	1	2107213	1	CHEM ENV ENG II	CPS,PPK	4.00
S	2005	2	2107213	1	CHEM ENV ENG II	OCP	2.93
S	2005	2	2107219	1	URBAN ENVIRONMENTS	STAFF	3.88
S	2005	1	2107311	1	BIO ENV ENG	WPR,PCK	3.74
S	2005	2	2107312	1	UNIT OP ENV ENG	SPK,VSC	3.41
S	2005	2	2107411	1	WAT SUPP ENG DES	CPS,PPK	2.73
S	2005	1	2107412	1	WASTE ENG DES	CRK	2.59
S	2005	2	2107441	1	AIR POL CONT	WLS	2.77
S	2005	1	2107442	1	SOLID WASTE TECH	TST	2.52
S	2005	2	2107443	1	RADIO WASTE DISP	SCY,ATT	4.00
S	2005	1	2107444	1	BUILDING SAN	STJ,CPS	2.95
S	2005	2	2107446	1	TREAT OF IND WASTE	SKH	3.41
S	2005	2	2107450	1	ENV SYS MANAGE	TST	2.39
S	2005	1	2107491	1	GEN WAT SUPP ENG	SPK	3.83
S	2005	2	2107493	1	INT ENV IMPACT EVA	TST	2.35
S	2005	1	2107494	1	IND WAT SUP WW TRE	SKH	4.00
S	2005	1	2107497	1	SP PROB ENV ENG I	STAFF	4.00
S	2005	2	2107499	1	ENV ENG PROJ	SPK,PRW	4.00
S	2005	1	2107611	1	ADV WAT TRE PROC	SKH,PRW	3.44
S	2005	2	2107612	1	ADV WAST TRE PROC	STJ	3.11
S	2005	2	2107613	1	DES WAT TRE/DIST	CRK	3.08
S	2005	1	2107614	1	DES WAST COL/TRE	CPS,STJ	3.12
S	2005	1	2107616	1	AIR QUA MAN	WLS	3.11
S	2005	2	2107616	1	AIR QUA MAN	SPK	3.65
S	2005	1	2107617	1	SOLID WAST HAZ MAN	PCK,STJ	3.62
S	2005	2	2107627	1	ADV SAN LAB	PCK	4.00
S	2005	1	2107630	1	TRE DISP IND WAST	MRK	3.50
S	2005	1	2107630	1	TRE DISP IND WAST	STAFF	3.50
S	2005	2	2107632	1	ENV IMP ASSESS	TST	2.67
S	2005	2	2107638	1	PLUMB DES	CPS,STJ	3.10
S	2005	2	2107644	1	ADV STUDY I	MRK	3.67
S	2005	1	2107645	1	ADV STUDY II	VSC	3.50
S	2005	2	2107645	1	ADV STUDY II	PRW	4.00
S	2005	2	2107646	1	CHEM WAT/WAST	KOP	3.58
